classifier,accuracy,precision,recall,f1_score,accuracy_std,precision_std,recall_std
Attention U-Net,0.8884221076965332,0.9219831243613379,0.8884221076965332,0.9048915415193091,0.11258442092930478,0.06065092957945387,0.11258442092930478
