classifier,accuracy,precision,recall,f1_score,accuracy_std,precision_std,recall_std
Attention U-Net,0.9167334238688151,0.9386529378644101,0.9167334238688151,0.9275637024184272,0.06628149162511988,0.03954787611537986,0.06628149162511988
