classifier,accuracy,precision,recall,f1_score,accuracy_std,precision_std,recall_std
Attention U-Net,0.8833067703247071,0.9302633442958879,0.8833067703247071,0.9061771624675959,0.11410080905426549,0.04726317016752735,0.11410080905426549
